НА:2026-06-30T23:59:59
"контрагент","1.1.Себестоимость продуктовая","1.9.Ремонт/Обслуживание производ.оборудования","2.4.Маркетинг","2.5.1.Расходы по реализации Прочие","2.5.6.Акция ФЗ","2Себестоимость (прочее)","3.3.1.Админ.расходы ПРОЧИЕ","3050 ВФП","4-Подотчет","5-Дебит.задолж.","7- Основные средства","99Главная касса","Авансы выданные","Выручка","Денежные средства","Доход от возмещение расходов на содержание гост.туалетов","Доходы прочие (аренда,ЧЛ и проч.)","Задолженность перед поставщиками","Зарплата","Касса Взаиморасчеты","Крафт Расходы","Кристал Каспии","Начисл БонусыП","Расчеты с гостями","Текущие расчеты с сотрудниками","Торговая выручка","Торговые кассы","ФЗ Жусан Банк","ФЗ Каспи","Цой Д.Л.Каспи","итого"
"3dd4236b-b59a-4f1b-b26e-856d5895f66c",0,0,0,0,0,0,0,0,0,0,0,-114444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114444
"3e1a4f56-565f-4139-8182-b6fb00b73244",0,0,0,0,0,0,0,0,0,0,0,-634558,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,0,-418265,0,-1049489
"3e1be589-300a-4378-9c9c-be1a82027f96",0,0,0,0,0,0,0,0,0,0,0,-1081316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-472998,0,-1554314
"3e1e8248-ec69-4c28-b665-7d3b5f5eeb85",0,0,0,0,0,0,0,0,0,0,0,-2630000,0,0,0,0,0,0,0,0,0,0,0,0,-82695,0,0,0,-1607072,0,-4319767
"3e444f88-9f2f-4f8d-9ffe-844bc7845199",0,0,0,0,0,0,0,0,0,0,0,-310546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-310546
"3e518286-d84f-42f6-9502-31087c4aff59",0,0,0,0,0,0,0,0,0,0,0,-1003511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1012276,0,-2015787
"3e6b2556-4bdc-460e-82f5-ca2105535e19",0,0,0,0,0,0,0,0,0,0,0,-1095247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1095247
"3f2eebad-c91b-4f12-bf68-f1fee64e9006",0,0,0,0,0,0,0,0,0,0,0,-95750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95750
"3f305c89-c3f9-40a1-8cc4-ab74f8b8f728",0,0,0,0,0,0,0,0,0,0,0,-90072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90072
"3f395238-4f8b-4feb-95c4-737495dc8e44",0,0,0,0,0,0,0,0,0,0,0,-4555614,0,0,0,0,0,0,5661242,0,0,0,0,0,0,0,0,0,-1171928,0,-66300
"3f39e6bf-a5d2-4c46-adc0-4e78fd683f2b",0,0,0,0,0,0,0,0,0,0,0,-814326,0,0,0,0,0,0,966330,0,0,0,0,0,0,0,0,0,0,0,152004
"3f71f342-65ee-403e-8f44-c3759ec2782c",0,0,0,0,0,0,0,0,0,0,0,-236000,0,0,0,0,0,0,0,0,0,0,0,0,-155222,0,0,0,0,0,-391222
"3fd030fb-cf07-4a46-86cf-f424b9ee4b7f",0,0,0,0,0,0,0,0,0,0,0,-47600,0,0,0,0,0,0,84000,0,0,0,0,0,0,0,0,0,0,0,36400
"4-Базилик 4 (закрыто)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-164708258,0,-27778119,0,0,0,0,0,0,0,0,0,0,-192486377
"4-Базилик 4 (закрыто): Горячая раздача",4328501,0,0,0,0,263593014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267921515
"4-Базилик 4 (закрыто): Зал",3308,0,0,0,0,12547982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12551290
"4-Базилик 4 (закрыто): Инвентарь Б4",0,0,0,0,0,180221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180221
"4-Базилик 4 (закрыто): Лагман",170035,0,0,0,0,35970910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36140945
"4-Базилик 4 (закрыто): Раздача д/расход.мат",34146,0,0,0,0,8775329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8809475
"4-Базилик 4 (закрыто): не исп Основной склад",0,0,0,0,0,3082949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082949
"409f0755-21cd-4593-9b6f-1d29e76a63c1",0,0,0,0,0,0,0,0,0,0,0,-470817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-234897,0,-705714
"40bc3788-77cf-4986-96d8-9bdf14fb29cb",0,0,0,0,0,0,0,0,0,0,0,-557170,0,0,0,0,0,0,659100,0,0,0,0,0,0,0,0,0,0,0,101930
"40c616d8-0505-465a-bc69-45a5747abc66",0,0,0,0,0,0,0,0,0,0,0,-922073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-220030,0,-1142103
"40f34e97-909c-450e-aaa8-a7ee69b653e9",0,0,0,0,0,0,0,0,0,0,0,-709625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354297,0,-1063922
"40f6b7c7-25de-477f-9e35-9add779195a4",0,0,0,0,0,0,0,0,0,0,0,-599222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162363,0,-761585
"40fb6a02-71f5-4d56-8662-486c9496ea50",0,0,0,0,0,0,0,0,0,0,0,-242409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30000,0,-272409
"41026c0c-bd03-4900-abb1-1727cec6d810",0,0,0,0,0,0,0,0,0,0,0,-1091642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-809938,0,-1901580
"4127f0f9-a8db-4e7a-82b1-e56fd5c6e1b4",0,0,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46000
"4171b491-cb04-4903-a151-6f823d6aaab6",0,0,0,0,0,0,0,0,0,0,0,-50874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50874
"41b7cf4e-9bf9-4c2e-ac0f-940340e4f405",0,0,0,0,0,0,0,0,0,0,0,-189796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-189796
"41f09543-c8c4-4a62-b7aa-d01d0c9d949c",0,0,0,0,0,0,0,0,0,0,0,-12390973,0,0,0,0,0,0,78000,0,0,0,0,0,-56911,0,0,0,-96110,0,-12465994
"4222e69d-f94d-4f5b-a0eb-914f2a2841ce",0,0,0,0,0,0,0,0,0,0,0,-2390860,0,0,0,0,0,0,965300,0,0,0,0,0,0,0,0,0,0,0,-1425560
"424cd303-335a-4972-a25f-2de9d7435c49",0,0,0,0,0,0,0,0,0,0,0,-3884984,0,0,0,0,0,0,5696574,0,0,0,0,0,0,0,0,0,-1082611,0,728979
"42a0c1e2-bb61-4d52-8616-7e90a78382f7",0,0,0,0,0,0,0,0,0,0,0,-262849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116918,0,-379767
"42be4a24-d240-4dd4-88a9-96758afce67c",0,0,0,0,0,0,0,0,0,0,0,-911000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-156463,0,-1067463
"4332c23d-c9c3-40b6-8070-1280532d8eab",0,0,0,0,0,0,0,0,0,0,0,-90000,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0
"43447ab9-7b5c-4b9d-b57a-023de26f73aa",0,0,0,0,0,0,0,0,0,0,0,-4747000,0,0,0,0,0,0,0,0,0,0,0,0,-248537,0,0,0,-3252446,0,-8247983
"43653bc9-a69c-4755-94f1-6471dfcf173d",0,0,0,0,0,0,0,0,0,0,0,-389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30000,0,-30389
"437185f8-92ba-4692-b5f5-8e870c777e80",0,0,0,0,0,0,0,0,0,0,0,-83000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83000
"43916c4d-7e69-42f2-9cf5-30bff8ca1ec7",0,0,0,0,0,0,0,0,0,0,0,-997945,0,0,0,0,0,0,866600,0,0,0,0,0,0,0,0,0,0,0,-131345
"43ca4fa0-78d0-43b8-a820-60b8234a7296",0,0,0,0,0,0,0,0,0,0,0,-715814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-398666,0,-1114480
"443008c0-8ef7-42cb-8a6b-543ad7196d1e",0,0,0,0,0,0,0,0,0,0,0,-347651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-347651
"443a2f4d-b6bb-46c8-b6ab-df874c3a5be5",0,0,0,0,0,0,0,0,0,0,0,-171830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171830
"446c20b8-0de7-4926-a90a-889eb8c49c57",0,0,0,0,0,0,0,0,0,0,0,-343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-343000
"44a82fa6-467d-4fa6-9bae-e3cb53d37ae6",0,0,0,0,0,0,0,0,0,0,0,-39518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60300,0,-99818
"44fcaf05-0d27-40d7-b8e4-4561a6db87c4",0,0,0,0,0,0,0,0,0,0,0,-151185,0,0,0,0,0,0,159750,0,0,0,0,0,0,0,0,0,0,0,8565
"4534b204-e0c8-4e20-81d2-97c1f722fc3a",0,0,0,0,0,0,0,0,0,0,0,-1594208,0,0,0,0,0,0,216000,0,0,0,0,0,0,0,0,0,0,0,-1378208
"45665df5-7f8c-4ae3-9b7a-7d094531cf59",0,0,0,0,0,0,0,0,0,0,0,-1061000,0,0,0,0,0,0,0,0,0,0,0,0,-274876,0,0,0,-576624,0,-1912500
"4570d67d-8374-4202-b1e6-1ac1ada59a34",0,0,0,0,0,0,0,0,0,0,0,-1416296,0,0,0,0,0,0,506250,0,0,0,0,0,0,0,0,0,0,0,-910046
"457ff99a-f030-4ce7-93ec-bec909c183c6",0,0,0,0,0,0,0,0,0,0,0,-2798851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1239735,0,-4038586
"45abee22-08a1-4b2c-b6e0-715c354ae871",0,0,0,0,0,0,0,0,0,0,0,-1447346,0,0,0,0,0,0,3451305,0,0,0,0,0,0,0,0,0,-1308750,0,695209
"45de4f7b-40ce-461d-91b6-f5111d648143",0,0,0,0,0,0,0,0,0,0,0,-108781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108781
"461320d9-1bfc-4669-ba01-1bb2c1b30cd5",0,0,0,0,0,0,0,0,0,0,0,-201135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201135
"4623d483-0677-4130-912b-ffbbd63f9e40",0,0,0,0,0,0,0,0,0,0,0,-357947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357947
"4668b64d-8a86-46e9-a111-f023f7646ea4",0,0,0,0,0,0,0,0,0,0,0,-146334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146334
"466efcf3-f26e-4e87-b6ce-2cf25c512a57",0,0,0,0,0,0,0,0,0,0,0,-42206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42206
"467029d5-d258-4985-ad3c-9b7dc589e543",0,0,0,0,0,0,0,0,0,0,0,-802000,0,0,0,0,0,0,0,0,0,0,0,0,-197609,0,0,0,-381217,0,-1380826
"4671be59-0773-4873-b062-108e536a4975",0,0,0,0,0,0,0,0,0,0,0,-470415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-145042,0,-615457
"46a4e6de-f4f2-413d-94cc-34194284c621",0,0,0,0,0,0,0,0,0,0,0,-1678767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1547157,0,-3225924
"46a765c1-3ff0-4e0e-99fb-e5b3a9765c3f",0,0,0,0,0,0,0,0,0,0,0,-503654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-503654
"46e5ec07-a19b-4348-bc0e-369ae818ee81",0,0,0,0,0,0,0,0,0,0,0,-30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30000
"4731b86c-5d40-48c1-a637-5ac5c528b768",0,0,0,0,0,0,0,0,0,0,0,-1963900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-869262,0,-2833162
"473f1128-d595-47f2-88de-fcb061522a45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118800,0,0,-118800,0,0,0,0,0,0,0,0,0
"474d15f0-f40c-4afd-867a-ed1f8ca8ee4c",0,0,0,0,0,0,0,0,0,0,0,-955904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-195479,0,-1151383
"475d3307-f124-4bbd-a591-546f11251ebc",0,0,0,0,0,0,0,0,0,0,0,-1385182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1251019,0,-2636201
"4776ef0d-181d-42a2-8141-c25ee52fc521",0,0,0,0,0,0,0,0,0,0,0,-324404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-330570,0,-654974
"477fb8df-f4b1-420e-8e93-22b43af4fe4d",0,0,0,0,0,0,0,0,0,0,0,-39413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39413
"4791984e-feaa-4f77-a038-ddab02142fad",0,0,0,0,0,0,0,0,0,0,0,-220000,0,0,0,0,0,0,0,0,0,0,0,0,-70757,0,0,0,0,0,-290757
"47b7219c-d233-4e6f-8ae1-e6fb7707a82d",0,0,0,0,0,0,0,0,0,0,0,-83890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83890
"4860ce7d-7b10-4796-bcf9-0dca4d05369f",0,0,0,0,0,0,0,0,0,0,0,-67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67000
"487737e2-a507-4484-abab-2d7fb6da56f0",0,0,0,0,0,0,0,0,0,0,0,-2692735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2692735
"489d03c0-b596-40ca-96af-c1eee897f25c",0,0,0,0,0,0,0,0,0,0,0,-956000,0,0,0,0,0,0,0,0,0,0,0,0,-305919,0,0,0,-37752,0,-1299671
"48b48e37-1b49-4c9e-89fa-af77802b5520",0,0,0,0,0,0,0,0,0,0,0,-782161,0,0,0,0,0,0,290280,0,0,0,0,0,0,0,0,0,-299943,0,-791824
"48e7e946-0988-4365-92e3-68ee1842dc68",0,0,0,0,0,0,0,0,0,0,0,-102950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46800,0,-149750
"48f1965b-5b81-4587-88a8-e923fcd23425",0,0,0,0,0,0,0,0,0,0,0,-1814169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-207556,0,-2021725
"493b6620-cd91-436a-b6e8-b04ac203e346",0,0,0,0,0,0,0,0,0,0,0,-2085000,0,0,0,0,0,0,0,0,0,0,0,0,-315162,0,0,0,-725621,0,-3125783
"497d6144-e658-4f4e-8062-8310894e4936",0,0,0,0,0,0,0,0,0,0,0,-472928,0,0,0,0,0,0,1100000,0,0,0,0,0,0,0,0,0,-33000,0,594072
"497f53f3-b7b0-4f4e-9ddb-99507bab0605",0,0,0,0,0,0,0,0,0,0,0,-334233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-334233
"4a28789e-9f56-4f31-94c3-a90bca2df689",0,0,0,0,0,0,0,0,0,0,0,-2250857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1104487,0,-3355344
"4a5542c8-95c7-4fb6-91d2-50f99df430d3",0,0,0,0,0,0,0,0,0,0,0,-723067,0,0,0,0,0,0,0,0,0,0,0,0,-44674,0,0,0,-542397,0,-1310138
"4a607fa7-c1b7-468d-b62d-e65bca7ddbf4",0,0,0,0,0,0,0,0,0,0,0,-295027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,0,-315027
"4a6cc930-c728-4486-a6c0-37bf22b7935e",0,0,0,0,0,0,0,0,0,0,0,-240983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76998,0,-317981
"4a6d3066-e3ed-410d-b88b-934e6e179212",0,0,0,0,0,0,0,0,0,0,0,-275055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-275055
"4aa34d2f-013c-4191-a102-c809e63b2e39",0,0,0,0,0,0,0,0,0,0,0,-1033967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033967
"4afcb68f-fbea-458a-a277-65c30da9e3bf",0,0,0,0,0,0,0,0,0,0,0,-178072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103960,0,-282032
"4b7efa00-0212-4c0d-95b8-83bca03607ef",0,0,0,0,0,0,0,0,0,0,0,-355763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100356,0,-456119
"4bb8cb2d-4715-423a-88cd-f5a26e9b18a5",0,0,0,0,0,0,0,0,0,0,0,-338378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-222379,0,-560757
"4bbff7e4-70b8-48a2-b033-1e6fd10805ff",0,0,0,0,0,0,0,0,0,0,0,-142857,0,0,0,0,0,0,142857,0,0,0,0,0,0,0,0,0,-31429,0,-31429
"4bc4878d-58d5-45eb-b2fd-e2f64d98bd87",0,0,0,0,0,0,0,0,0,0,0,-99250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99250
"4c11b455-def7-4fb9-9c3e-c692a2430f27",0,0,0,0,0,0,0,0,0,0,0,-3806408,0,0,0,0,0,0,480000,0,0,0,0,0,0,0,0,0,-73693,0,-3400101
"4c829963-5fc8-41ec-9f3b-a1fb96c517f8",0,0,0,0,0,0,0,0,0,0,0,-179500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-179500
"4c909cfd-463a-415b-85ee-680733fbd1b6",0,0,0,0,0,0,0,0,0,0,0,-18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0
"4ca29173-eaae-4918-b549-9c3458bdedf2",0,0,0,0,0,0,0,0,0,0,0,-53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53000
"4cc502d6-dd16-4d71-9456-3a42bffe86b9",0,0,0,0,0,0,0,0,0,0,0,-132000,0,0,0,0,0,0,132000,0,0,0,0,0,0,0,0,0,0,0,0
"4d4d2a7e-e238-4ea6-a7c0-cb5dad7143d6",0,0,0,0,0,0,0,0,0,0,0,-1169000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1169000
"4d836981-ccd5-4a7a-8bcc-bc9232641d2e",0,0,0,0,0,0,0,0,0,0,0,-789284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-660135,0,-1449419
"4d9b4dfb-2bc2-47c5-b9e3-643bd56798e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-282800,0,0,0,0,0,-282800
"4dd4deb0-ef79-4546-9432-97046fe5ca91",0,0,0,0,0,0,0,0,0,0,0,-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000
"4de48b22-f9e1-4764-9e00-96944d380dc3",0,0,0,0,0,0,0,0,0,0,0,-412156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-138423,0,-550579
"4de78d82-2b67-49d0-a777-e6810e171a95",0,0,0,0,0,0,0,0,0,0,0,-770239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-498547,0,-1268786
"4e01498f-9ca9-4fd2-b15b-540e45bd1098",0,0,0,0,0,0,0,0,0,0,0,-177100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,0,-197100
"4e409152-1f58-48eb-b19c-d1720f377473",0,0,0,0,0,0,0,0,0,0,0,-38781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38781
"4e644a9a-75e2-47fd-b6e2-7caf2977e567",0,0,0,0,0,0,0,0,0,0,0,-70567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70567
"4e75e916-d4d7-4f4d-a97c-347993387f27",0,0,0,0,0,0,0,0,0,0,0,-124430,0,0,0,0,0,0,139950,0,0,0,0,0,0,0,0,0,0,0,15520
"4e7b7471-d6be-4733-8fe1-6e17c81e12e4",0,0,0,0,0,0,0,0,0,0,0,-532434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-388749,0,-921183
"4e9e22d8-d837-4ca7-a653-ea53c4b9e320",0,0,0,0,0,0,0,0,0,0,0,-202350,0,0,0,0,0,0,135000,0,0,0,0,0,0,0,0,0,0,0,-67350
"4eb34f30-29d1-4869-bedc-fdd8b5a41d6b",0,0,0,0,0,0,0,0,0,0,0,-158144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-158144
"4ed7bfd8-9892-4a6e-8e54-55a28b1ddfe9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000
"5038441e-de5c-4e4b-8c3f-01455c982c3c",0,0,0,0,0,0,0,0,0,0,0,-201010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201010
"503d49bd-0cf7-42fd-9dd2-401162dfd81f",0,0,0,0,0,0,0,0,0,0,0,-2620945,0,0,0,0,0,0,297000,0,0,0,0,0,0,0,0,0,-651986,0,-2975931
"504862ee-556d-4e62-9329-93d0b6d48217",0,0,0,0,0,0,0,0,0,0,0,-85667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86829,0,-172496
"50c07146-88ba-4c0f-b90e-235f3131280a",0,0,0,0,0,0,0,0,0,0,0,-38381,0,0,0,0,0,0,44581,0,0,0,0,0,0,0,0,0,0,0,6200
"50c566f1-5445-4352-b2f4-3b569a0bc60e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3345,0,0,0,0,0,-3345
"50f701c7-b1a8-47aa-900f-8cacafec6eaf",0,0,0,0,0,0,0,0,0,0,0,-368615,0,0,0,0,0,0,340260,0,0,0,0,0,0,0,0,0,0,0,-28355
"51430562-a136-470f-8fab-fdc3eb3afcc8",0,0,0,0,0,0,0,0,0,0,0,-1094441,0,0,0,0,0,0,0,0,0,0,0,0,-117578,0,0,0,-985465,0,-2197484
"51946091-2abf-4e1e-aa6a-0dacf534f48e",0,0,0,0,0,0,0,0,-808610,0,0,-1467000,0,0,0,0,0,0,2469155,0,0,0,0,0,-495504,0,0,0,-443853,0,-745812
"51c9bb1c-535a-43b0-9fdd-52d3d7d192ed",0,0,0,0,0,0,0,0,0,0,0,-782397,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,-773397
"51f27370-5ab7-4f71-98a1-2abe3be0bc7d",0,0,0,0,0,0,0,0,0,0,0,-2145958,0,0,0,0,0,0,812250,0,0,0,0,0,0,0,0,0,0,0,-1333708
"51f286e4-23ca-40c6-9011-6bed5ae6cc90",0,0,0,0,0,0,0,0,0,0,0,-152276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8963,0,-161239
"52141db2-1483-4256-8cde-fd20c428576b",0,0,0,0,0,0,0,0,0,0,0,-1883719,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,-1873719
"521813a8-8fa3-415f-947c-4d440dc1dc8e",0,0,0,0,0,0,0,0,0,0,0,-239021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-239021
"52261bc4-1bd2-47ee-b92f-02b4e09a6f02",0,0,0,0,0,0,0,0,0,0,0,-102123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40000,0,-142123
"523c55c9-7307-421f-8957-ed856e5ab6c4",0,0,0,0,0,0,0,0,0,0,0,-22320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22320
"525592a1-a3ca-4d61-846a-16ce58d5af45",0,0,0,0,0,0,0,0,0,0,0,-285438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-285438
"52765072-40e8-433f-a823-106b28825625",0,0,0,0,0,0,0,0,0,0,0,-332330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332330
"52a4b901-b7a9-4619-9c85-22d9d412fb7f",0,0,0,0,0,0,0,0,0,0,0,-831206,0,0,0,0,0,0,416250,0,0,0,0,0,0,0,0,0,0,0,-414956
"52b19305-5185-4f68-87ee-ac2181744215",0,0,0,0,0,0,0,0,0,0,0,-50473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50473
"52d1389f-2c0f-4a3f-87fa-8361ef624167",0,0,0,0,0,0,0,0,0,0,0,-259232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-259232
"52dc3c8b-1c79-4333-a69d-36799fe0759b",0,0,0,0,0,0,0,0,0,0,0,-201493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69037,0,-270530
"533337ec-45d8-4516-9964-e94bebce3133",0,0,0,0,0,0,0,0,0,0,0,-64677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64677
"53452e66-eead-4f3d-8f1b-94241389849c",0,0,0,0,0,0,0,0,0,0,0,-67675,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,4325
"536f57ad-e365-46ee-a6ed-c469219623fe",0,0,0,0,0,0,0,0,0,0,0,-276640,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,-240640
"53aeb47f-5b8e-4019-8f74-0a623f524ec7",0,0,0,0,0,0,0,0,200000,0,0,-60568624,0,0,0,0,0,0,172060886,-9075000,0,0,0,0,-3120000,0,0,0,-3512609,0,95984653
"53ba6469-2086-4a3e-b3c4-bf7eee2081e7",0,0,0,0,0,0,0,0,0,0,0,-229366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200556,0,-429922
"53e863e3-d665-4fdf-80d1-6aadd3adc7b2",0,0,0,0,0,0,0,0,0,0,0,-222180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-222180
"53e9a82e-93fa-4bdd-87ba-e8760efdda80",0,0,0,0,0,0,0,0,0,0,0,-11135936,0,0,0,0,0,0,11983134,-550000,0,0,0,0,0,0,0,0,-152220,0,144978
"542c0414-3684-4c2c-90f0-872cc553fa52",0,0,0,0,0,0,0,0,0,0,0,-132318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132318
"544d9bd3-0d7c-4463-bcdd-634473a29a27",0,0,0,0,0,0,0,0,0,0,0,-8635500,0,0,0,0,0,0,37000,0,0,0,0,0,-307349,0,0,0,-88550,0,-8994399
"54869f73-ac3e-4fcd-851c-9fdf91565aca",0,0,0,0,0,0,0,0,0,0,0,-838609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-838609
"54e9763b-b2e7-4972-a6cb-1676bc6a7924",0,0,0,0,0,0,0,0,0,0,0,-65129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65129
"5527be7b-bc8f-43fa-bb61-2a7bb5ed6ebf",0,0,0,0,0,0,0,0,0,0,0,-9649319,0,0,0,0,0,0,762000,0,0,0,0,0,0,0,0,0,-1195682,0,-10083001
"553e291e-0775-42b5-a064-61d0cd543e8c",0,0,0,0,0,0,0,0,0,0,0,-1327204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-182950,0,-1510154
